group_id,question_title,url,answer_count,date_asked,group_representative,group_count,canonical_overlap,canonical_question_matched,similarity_score
123,Internal Load balancer DNS resolution,https://learn.microsoft.com/en-us/answers/questions/806639/internal-load-balancer-dns-resolution,0,,Internal Load balancer DNS resolution,2,,,0
124,Error 'VM is another Availability set' when trying to add new standalone VM in the backed pool of external LB which already has a standalone VM?,https://learn.microsoft.com/en-us/answers/questions/2111162/error-vm-is-another-availability-set-when-trying-t,0,,Error 'VM is another Availability set' when trying to add new standalone VM in the backed pool of external LB which already has a standalone VM?,1,,,0
125,VM Scale Sets Behind Load Balancer Not Reachable,https://learn.microsoft.com/en-us/answers/questions/2104139/vm-scale-sets-behind-load-balancer-not-reachable,0,,VM Scale Sets Behind Load Balancer Not Reachable,1,,,0
126,Any costs to a Standard Load Balancer if the VMs are shutting down,https://learn.microsoft.com/en-us/answers/questions/2103312/any-costs-to-a-standard-load-balancer-if-the-vms-a,0,,Any costs to a Standard Load Balancer if the VMs are shutting down,1,,,0
127,Retirement notice: Azure Load Balancer Inbound NAT rule V1 for Azure VMs and Azure VMSS will be retired,https://learn.microsoft.com/en-us/answers/questions/2100372/retirement-notice-azure-load-balancer-inbound-nat,0,,Retirement notice: Azure Load Balancer Inbound NAT rule V1 for Azure VMs and Azure VMSS will be retired,1,,,0
128,Tell me more about NumberOfProbes in Azure Load Balancer,https://learn.microsoft.com/en-us/answers/questions/2086333/tell-me-more-about-numberofprobes-in-azure-load-ba,0,,Tell me more about NumberOfProbes in Azure Load Balancer,1,,,0
129,Application Gateway VS Azure Front Door,https://learn.microsoft.com/en-us/answers/questions/2084399/application-gateway-vs-azure-front-door,0,,Application Gateway VS Azure Front Door,1,,,0
130,How to decommission an old Root CA and Issuing CA after the new ones are already in live,https://learn.microsoft.com/en-us/answers/questions/2085145/how-to-decommission-an-old-root-ca-and-issuing-ca,0,,How to decommission an old Root CA and Issuing CA after the new ones are already in live,1,,,0
131,Unable to delete Loadbalancer beceause it is being used by an already deleted VMSS,https://learn.microsoft.com/en-us/answers/questions/2084382/unable-to-delete-loadbalancer-beceause-it-is-being,0,,Unable to delete Loadbalancer beceause it is being used by an already deleted VMSS,1,,,0
132,"Hello, working on exposing am internal load balancer through an app gw v2. My listener continues to default to the wrong certificate, so when I open the host name on the browser it depicts the wrong certificate.",https://learn.microsoft.com/en-us/answers/questions/1822790/hello-working-on-exposing-am-internal-load-balance,0,,"Hello, working on exposing am internal load balancer through an app gw v2. My listener continues to default to the wrong certificate, so when I open the host name on the browser it depicts the wrong certificate.",1,,,0
133,Can the Azure Load Balancer utilize the x-forwarded-for header,https://learn.microsoft.com/en-us/answers/questions/2076835/can-the-azure-load-balancer-utilize-the-x-forwarde,0,,Can the Azure Load Balancer utilize the x-forwarded-for header,1,,,0
134,going with the application gateway in fornt of azure firewall does it lose the benefit of l7 load balancing,https://learn.microsoft.com/en-us/answers/questions/2076513/going-with-the-application-gateway-in-fornt-of-azu,0,,going with the application gateway in fornt of azure firewall does it lose the benefit of l7 load balancing,1,,,0
135,Unable to send a SIP request from SBC via express route,https://learn.microsoft.com/en-us/answers/questions/2069210/unable-to-send-a-sip-request-from-sbc-via-express,0,,Unable to send a SIP request from SBC via express route,1,,,0
136,Does Azure loadbalancer support proxy protocol?,https://learn.microsoft.com/en-us/answers/questions/1285904/does-azure-loadbalancer-support-proxy-protocol,0,,Does Azure loadbalancer support proxy protocol?,1,,,0
137,Internal Load Balancing solutions for Azure Cross region environment,https://learn.microsoft.com/en-us/answers/questions/974682/internal-load-balancing-solutions-for-azure-cross,0,,Internal Load Balancing solutions for Azure Cross region environment,1,,,0
138,Azure Application Gateway to AKS internal load balancer using native Kubernetes NGINX controller,https://learn.microsoft.com/en-us/answers/questions/1973820/azure-application-gateway-to-aks-internal-load-bal,0,,Azure Application Gateway to AKS internal load balancer using native Kubernetes NGINX controller,1,,,0
139,does load balancer probes over TCP probe sends any data,https://learn.microsoft.com/en-us/answers/questions/1922361/does-load-balancer-probes-over-tcp-probe-sends-any,0,,does load balancer probes over TCP probe sends any data,1,,,0
140,Inefficient load balancing from NATed network,https://learn.microsoft.com/en-us/answers/questions/1856757/inefficient-load-balancing-from-nated-network,0,,Inefficient load balancing from NATed network,1,,,0
141,Azure Internal Load Balancer is not distributing the load evenly,https://learn.microsoft.com/en-us/answers/questions/1916891/azure-internal-load-balancer-is-not-distributing-t,0,,Azure Internal Load Balancer is not distributing the load evenly,1,,,0
142,Load balancer Intermittent connection,https://learn.microsoft.com/en-us/answers/questions/1857494/load-balancer-intermittent-connection,0,,Load balancer Intermittent connection,1,,,0
143,Does Azure server allow spoofing source IP of UDP packet,https://learn.microsoft.com/en-us/answers/questions/1853708/does-azure-server-allow-spoofing-source-ip-of-udp,0,,Does Azure server allow spoofing source IP of UDP packet,1,,,0
144,Azure Load Balancer Won't Pass Traffic to VM,https://learn.microsoft.com/en-us/answers/questions/1850850/azure-load-balancer-wont-pass-traffic-to-vm,0,,Azure Load Balancer Won't Pass Traffic to VM,1,,,0
145,Palo VM firewall drop packets behind Azure load balancer,https://learn.microsoft.com/en-us/answers/questions/1792248/palo-vm-firewall-drop-packets-behind-azure-load-ba,0,,Palo VM firewall drop packets behind Azure load balancer,1,,,0
146,how to fix if internal load balancer suddently went for degraded state on Azure,https://learn.microsoft.com/en-us/answers/questions/1840718/how-to-fix-if-internal-load-balancer-suddently-wen,0,,how to fix if internal load balancer suddently went for degraded state on Azure,1,,,0
147,High latency on Application Gateway,https://learn.microsoft.com/en-us/answers/questions/1839878/high-latency-on-application-gateway,0,,High latency on Application Gateway,1,,,0
148,Azure load balancer to NVA asymmetric traffic issue,https://learn.microsoft.com/en-us/answers/questions/1814294/azure-load-balancer-to-nva-asymmetric-traffic-issu,0,,Azure load balancer to NVA asymmetric traffic issue,1,,,0
149,How to update Load Balancer Backend pool Nic in batch,https://learn.microsoft.com/en-us/answers/questions/1807726/how-to-update-load-balancer-backend-pool-nic-in-ba,0,,How to update Load Balancer Backend pool Nic in batch,1,,,0
150,Data path availabilitymetric missing,https://learn.microsoft.com/en-us/answers/questions/1141436/data-path-availabilitymetric-missing,0,,Data path availabilitymetric missing,1,,,0
151,When should I have multiple backend pools for a load balancer?,https://learn.microsoft.com/en-us/answers/questions/1803360/when-should-i-have-multiple-backend-pools-for-a-lo,0,,When should I have multiple backend pools for a load balancer?,1,,,0
152,Cannot delete a Public IP that has no resources associated with,https://learn.microsoft.com/en-us/answers/questions/1792014/cannot-delete-a-public-ip-that-has-no-resources-as,0,,Cannot delete a Public IP that has no resources associated with,1,,,0
153,"Since we ahve primary data center (DC) is already connected to Azure via ExpressRoute, options for connecting your on-premises DR datacenter to Azure",https://learn.microsoft.com/en-us/answers/questions/1721965/since-we-ahve-primary-data-center-(dc)-is-already,0,,"Since we ahve primary data center (DC) is already connected to Azure via ExpressRoute, options for connecting your on-premises DR datacenter to Azure",1,,,0
154,Load Balancing of requests coming from a single client,https://learn.microsoft.com/en-us/answers/questions/1725916/load-balancing-of-requests-coming-from-a-single-cl,0,,Load Balancing of requests coming from a single client,1,,,0
155,Does NSG apply to load balancer frontend IP?,https://learn.microsoft.com/en-us/answers/questions/1697401/does-nsg-apply-to-load-balancer-frontend-ip,0,,Does NSG apply to load balancer frontend IP?,1,,,0
156,Azure LoadBalancer ( ILB / PLB ) Flow Log,https://learn.microsoft.com/en-us/answers/questions/284977/azure-loadbalancer-(-ilb-plb-)-flow-log,0,,Azure LoadBalancer ( ILB / PLB ) Flow Log,1,,,0
157,Azure Loadbalancer Failover Sessions not handed over,https://learn.microsoft.com/en-us/answers/questions/1692319/azure-loadbalancer-failover-sessions-not-handed-ov,0,,Azure Loadbalancer Failover Sessions not handed over,1,,,0
158,Unable to connect to Azure App (fqdn) using Cloud Flare to resolve the hostname using a NGINX to resolve the access to Application,https://learn.microsoft.com/en-us/answers/questions/1691460/unable-to-connect-to-azure-app-(fqdn)-using-cloud,0,,Unable to connect to Azure App (fqdn) using Cloud Flare to resolve the hostname using a NGINX to resolve the access to Application,1,,,0
159,What Authentication solution would you suggest in this scenario?,https://learn.microsoft.com/en-us/answers/questions/1632616/what-authentication-solution-would-you-suggest-in,0,,What Authentication solution would you suggest in this scenario?,1,,,0
160,Why ALB (App Gateway V2) with affinity session enabled won't work with NTLM,https://learn.microsoft.com/en-us/answers/questions/1686914/why-alb-(app-gateway-v2)-with-affinity-session-ena,0,,Why ALB (App Gateway V2) with affinity session enabled won't work with NTLM,1,,,0
161,Does a public load balancer on Azure enforce any limits regarding big traffic spikes?,https://learn.microsoft.com/en-us/answers/questions/1685519/does-a-public-load-balancer-on-azure-enforce-any-l,0,,Does a public load balancer on Azure enforce any limits regarding big traffic spikes?,1,,,0
162,Change Public IP of Cloud Service Extended support from Dynamic to static Fails,https://learn.microsoft.com/en-us/answers/questions/1089825/change-public-ip-of-cloud-service-extended-support,0,,Change Public IP of Cloud Service Extended support from Dynamic to static Fails,1,,,0
163,Azure Load Balancer Session Handover not working,https://learn.microsoft.com/en-us/answers/questions/1684180/azure-load-balancer-session-handover-not-working,0,,Azure Load Balancer Session Handover not working,1,,,0
164,paraameterising the looad balancer for backend pool in the azure,https://learn.microsoft.com/en-us/answers/questions/1681546/paraameterising-the-looad-balancer-for-backend-poo,0,,paraameterising the looad balancer for backend pool in the azure,1,,,0
165,delete aks Loadbalancer not possible,https://learn.microsoft.com/en-us/answers/questions/1381363/delete-aks-loadbalancer-not-possible,0,,delete aks Loadbalancer not possible,1,,,0
166,Can Basic Load Balancer be updated by arm template after 31 March 2025?,https://learn.microsoft.com/en-us/answers/questions/1667373/can-basic-load-balancer-be-updated-by-arm-template,0,,Can Basic Load Balancer be updated by arm template after 31 March 2025?,1,,,0
167,Azure Data Factory - Pipeline always fails at the second connection to On-Premise data source,https://learn.microsoft.com/en-us/answers/questions/1665284/azure-data-factory-pipeline-always-fails-at-the-se,0,,Azure Data Factory - Pipeline always fails at the second connection to On-Premise data source,1,,,0
168,FortiGate with public IP,https://learn.microsoft.com/en-us/answers/questions/1662704/fortigate-with-public-ip,0,,FortiGate with public IP,1,,,0
169,Test outbound connectivity through all ips in an aks loadbalancer outbound rule,https://learn.microsoft.com/en-us/answers/questions/1662613/test-outbound-connectivity-through-all-ips-in-an-a,0,,Test outbound connectivity through all ips in an aks loadbalancer outbound rule,1,,,0
170,Will changing the idle time value (default 4 minutes) on the ELB impact existing sessions?,https://learn.microsoft.com/en-us/answers/questions/1659589/will-changing-the-idle-time-value-(default-4-minut,0,,Will changing the idle time value (default 4 minutes) on the ELB impact existing sessions?,1,,,0
171,Azure InterfaceEndpoint Routes Bypassing Palo Alto Firewall,https://learn.microsoft.com/en-us/answers/questions/547893/azure-interfaceendpoint-routes-bypassing-palo-alto,0,,Azure InterfaceEndpoint Routes Bypassing Palo Alto Firewall,1,,,0
172,Query related to Azure Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1659520/query-related-to-azure-load-balancer,0,,Queries on azure load balancer,2,,,0
173,"To add a backend pool and health probe to loadbalancer, which role is needed?",https://learn.microsoft.com/en-us/answers/questions/1659906/to-add-a-backend-pool-and-health-probe-to-loadbala,0,,"To add a backend pool and health probe to loadbalancer, which role is needed?",1,,,0
172,Queries on azure load balancer,https://learn.microsoft.com/en-us/answers/questions/1657998/queries-on-azure-load-balancer,0,,Queries on azure load balancer,2,,,0
174,Is assigning a static public IP address only possible on initial deployment of Cloud Service (Extended Support)?,https://learn.microsoft.com/en-us/answers/questions/1652280/is-assigning-a-static-public-ip-address-only-possi,0,,Is assigning a static public IP address only possible on initial deployment of Cloud Service (Extended Support)?,1,,,0
175,Does azure load balancer support websockets ?,https://learn.microsoft.com/en-us/answers/questions/802875/does-azure-load-balancer-support-websockets,0,,Does azure load balancer support websockets ?,1,,,0
176,I am setting up an application using kubernetes pod and creating and Internal Loadbalancer service. When I try to access the application using service I am not facing any issue but when I use front door I am facing intermittent 404 issue,https://learn.microsoft.com/en-us/answers/questions/1650527/i-am-setting-up-an-application-using-kubernetes-po,0,,I am setting up an application using kubernetes pod and creating and Internal Loadbalancer service. When I try to access the application using service I am not facing any issue but when I use front door I am facing intermittent 404 issue,1,,,0
177,Azure Load Balancer,https://learn.microsoft.com/en-us/answers/questions/608324/azure-load-balancer,0,,Azure Load Balancer,1,,,0
178,Rest API returns empty response for GlobalBackendAvailability indicators,https://learn.microsoft.com/en-us/answers/questions/1630463/rest-api-returns-empty-response-for-globalbackenda,0,,Rest API returns empty response for GlobalBackendAvailability indicators,1,,,0
179,Connect load balancer to container instance inside a vertual network,https://learn.microsoft.com/en-us/answers/questions/147246/connect-load-balancer-to-container-instance-inside,0,,Connect load balancer to container instance inside a vertual network,1,,,0
180,"Insights of Load Balancer passive endpoint is Unhealthy, is it normal?",https://learn.microsoft.com/en-us/answers/questions/1612293/insights-of-load-balancer-passive-endpoint-is-unhe,0,,"Insights of Load Balancer passive endpoint is Unhealthy, is it normal?",1,,,0
181,Can we chain internal loadbalancers?,https://learn.microsoft.com/en-us/answers/questions/1623516/can-we-chain-internal-loadbalancers,0,,Can we chain internal loadbalancers?,2,,,0
182,Alternative to Application Gateway allowing backend pool SSL certificates to be ignored,https://learn.microsoft.com/en-us/answers/questions/1616509/alternative-to-application-gateway-allowing-backen,0,,Alternative to Application Gateway allowing backend pool SSL certificates to be ignored,1,,,0
183,Virtual Servers are unreachable if associated Gateway Load Balancer backend has no healthy NVAs,https://learn.microsoft.com/en-us/answers/questions/1614065/virtual-servers-are-unreachable-if-associated-gate,0,,Virtual Servers are unreachable if associated Gateway Load Balancer backend has no healthy NVAs,1,,,0
184,Zone replication of a VM - how to configure,https://learn.microsoft.com/en-us/answers/questions/1608828/zone-replication-of-a-vm-how-to-configure,0,,Zone replication of a VM - how to configure,1,,,0
185,Internal Load Balancer allowing internet traffic,https://learn.microsoft.com/en-us/answers/questions/1500571/internal-load-balancer-allowing-internet-traffic,0,,Internal Load Balancer allowing internet traffic,1,,,0
186,"How can I configure a standard Load Balancer that has two Linux Machine behind it in the backend pool, such that traffic only goes to node B when node A is down.",https://learn.microsoft.com/en-us/answers/questions/1569698/how-can-i-configure-a-standard-load-balancer-that,0,,"How can I configure a standard Load Balancer that has two Linux Machine behind it in the backend pool, such that traffic only goes to node B when node A is down.",1,,,0
187,Seeing the Current active connections per backend endpoint on Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1598943/seeing-the-current-active-connections-per-backend,0,,Seeing the Current active connections per backend endpoint on Load Balancer,1,,,0
188,Is it possible to inject a custom request header in the request header of my service using Application Gateway Rewrites?,https://learn.microsoft.com/en-us/answers/questions/1538582/is-it-possible-to-inject-a-custom-request-header-i,0,,Is it possible to inject a custom request header in the request header of my service using Application Gateway Rewrites?,1,,,0
16,Retirement Announcement - Basic Load Balancer will be retired on 30 September 2025,https://learn.microsoft.com/en-us/answers/questions/1527390/retirement-announcement-basic-load-balancer-will-b,0,,Retirement Announcement - Basic Load Balancer will be retired on 30 September 2025,2,,,0
189,Azure Load balancer traffic distribution,https://learn.microsoft.com/en-us/answers/questions/1536309/azure-load-balancer-traffic-distribution,0,,Load balancer traffic redirection,2,,,0
190,circular dependency,https://learn.microsoft.com/en-us/answers/questions/1534669/circular-dependency,0,,circular dependency,1,,,0
191,Loadbalancer health alerts not raising even after reach Threshold limit,https://learn.microsoft.com/en-us/answers/questions/1533207/loadbalancer-health-alerts-not-raising-even-after,0,,Loadbalancer health alerts not raising even after reach Threshold limit,1,,,0
52,Azure Gateway Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1527004/azure-gateway-load-balancer,0,,Azure Gateway Load Balancer,3,,,0
192,Azure  Gateway Loadbalancer support East-to-West traffic inspection with third party NAV,https://learn.microsoft.com/en-us/answers/questions/1112361/azure-gateway-loadbalancer-support-east-to-west-tr,0,,Azure  Gateway Loadbalancer support East-to-West traffic inspection with third party NAV,1,,,0
193,How to upgrade Integrated Basic Load balancer in Service Fabric.,https://learn.microsoft.com/en-us/answers/questions/1513344/how-to-upgrade-integrated-basic-load-balancer-in-s,0,,How to upgrade Integrated Basic Load balancer in Service Fabric.,1,,,0
194,Two VM's network interfaces added to two load balancer backend pools,https://learn.microsoft.com/en-us/answers/questions/1499471/two-vms-network-interfaces-added-to-two-load-balan,0,,Two VM's network interfaces added to two load balancer backend pools,1,,,0
195,"Azure powershell Error: GenericArguments[0], 'Microsoft.Azure.Management.Compute.Models.VirtualMachine', on 'T MaxInteger[T](System.Collections.Generic.IEnumerable`1[T])' violates the constraint of type 'T'.",https://learn.microsoft.com/en-us/answers/questions/1120276/azure-powershell-error-genericarguments(0)-microso,0,,"Azure powershell Error: GenericArguments[0], 'Microsoft.Azure.Management.Compute.Models.VirtualMachine', on 'T MaxInteger[T](System.Collections.Generic.IEnumerable`1[T])' violates the constraint of type 'T'.",1,,,0
196,Which service to use for dynamically rotating IP-Addresses?,https://learn.microsoft.com/en-us/answers/questions/1508003/which-service-to-use-for-dynamically-rotating-ip-a,0,,Which service to use for dynamically rotating IP-Addresses?,1,,,0
197,Having issue with SSL certificate configuration.,https://learn.microsoft.com/en-us/answers/questions/1499273/having-issue-with-ssl-certificate-configuration,0,,Having issue with SSL certificate configuration.,1,,,0
198,Where does Azure Firewall send TCP RST packets during Virtual Machine Scale Set scale in (scale down)?,https://learn.microsoft.com/en-us/answers/questions/1499469/where-does-azure-firewall-send-tcp-rst-packets-dur,0,,Where does Azure Firewall send TCP RST packets during Virtual Machine Scale Set scale in (scale down)?,1,,,0
199,Why I need to create a rule for 443 for NSG to load balancer,https://learn.microsoft.com/en-us/answers/questions/1512164/why-i-need-to-create-a-rule-for-443-for-nsg-to-loa,0,,Why I need to create a rule for 443 for NSG to load balancer,1,,,0
200,Deployment template validation failed: 'Circular dependency detected',https://learn.microsoft.com/en-us/answers/questions/1508867/deployment-template-validation-failed-circular-dep,0,,Deployment template validation failed: 'Circular dependency detected',1,,,0
201,Byte Count metrics clarification on private LB,https://learn.microsoft.com/en-us/answers/questions/1473544/byte-count-metrics-clarification-on-private-lb,0,,Byte Count metrics clarification on private LB,1,,,0
202,How to do VNet peering's among the multiple  S2S VPN connection?,https://learn.microsoft.com/en-us/answers/questions/1342303/how-to-do-vnet-peerings-among-the-multiple-s2s-vpn,0,,How to do VNet peering's among the multiple  S2S VPN connection?,1,,,0
203,Azure Load Balancer Floating IP option - why do packets at backend guest show as translated?,https://learn.microsoft.com/en-us/answers/questions/1499666/azure-load-balancer-floating-ip-option-why-do-pack,0,,Azure Load Balancer Floating IP option - why do packets at backend guest show as translated?,1,,,0
204,Prevent SNAT port exhaustion in AKS standard load balancer?,https://learn.microsoft.com/en-us/answers/questions/1294363/prevent-snat-port-exhaustion-in-aks-standard-load,0,,Prevent SNAT port exhaustion in AKS standard load balancer?,1,,,0
205,Az Powershell add VMs to a backend pool,https://learn.microsoft.com/en-us/answers/questions/1485434/az-powershell-add-vms-to-a-backend-pool,0,,Az Powershell add VMs to a backend pool,1,,,0
85,Azure Container App without Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1493062/azure-container-app-without-load-balancer,0,,Azure Container App without Load Balancer,2,,,0
206,Loadbalancer alerts not rasing in Azure alerts portal,https://learn.microsoft.com/en-us/answers/questions/1490286/loadbalancer-alerts-not-rasing-in-azure-alerts-por,0,,Loadbalancer alerts not rasing in Azure alerts portal,1,,,0
207,HA coTURN stack setup or ACS in Azure,https://learn.microsoft.com/en-us/answers/questions/1464115/ha-coturn-stack-setup-or-acs-in-azure,0,,HA coTURN stack setup or ACS in Azure,1,,,0
208,mTLS with Azure Load Balancer not working,https://learn.microsoft.com/en-us/answers/questions/1470048/mtls-with-azure-load-balancer-not-working,0,,mTLS with Azure Load Balancer not working,1,,,0
209,How to add a load balancer on an azure container app,https://learn.microsoft.com/en-us/answers/questions/1461349/how-to-add-a-load-balancer-on-an-azure-container-a,0,,How to add a load balancer on an azure container app,1,,,0
210,Does Azure Load balancer supports the FTPS (All TCP ports) traffic?,https://learn.microsoft.com/en-us/answers/questions/1462492/does-azure-load-balancer-supports-the-ftps-(all-tc,0,,Does Azure Load balancer supports the FTPS (All TCP ports) traffic?,1,,,0
211,Azure Network Security Group don't Apply to an Internal Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1440422/azure-network-security-group-dont-apply-to-an-inte,0,,Azure Network Security Group don't Apply to an Internal Load Balancer,1,,,0
212,connection reset by azure every 80k bytes received,https://learn.microsoft.com/en-us/answers/questions/1461688/connection-reset-by-azure-every-80k-bytes-received,0,,connection reset by azure every 80k bytes received,1,,,0
213,Is it possible to simulate Zone Outage?,https://learn.microsoft.com/en-us/answers/questions/1457550/is-it-possible-to-simulate-zone-outage,0,,Is it possible to simulate Zone Outage?,1,,,0
214,Uptime per proposed HA-Solution,https://learn.microsoft.com/en-us/answers/questions/1458312/uptime-per-proposed-ha-solution,0,,Uptime per proposed HA-Solution,1,,,0
215,Internet access for Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1458639/internet-access-for-load-balancer,0,,Internet access for Load Balancer,1,,,0
216,External Load Balancer - Single Point of Failure,https://learn.microsoft.com/en-us/answers/questions/1457351/external-load-balancer-single-point-of-failure,0,,External Load Balancer - Single Point of Failure,1,,,0
217,Public IP Address linked to load balancer I didn't create,https://learn.microsoft.com/en-us/answers/questions/1458171/public-ip-address-linked-to-load-balancer-i-didnt,0,,Public IP Address linked to load balancer I didn't create,1,,,0
218,Basic load balancer vs Standard load balancer?,https://learn.microsoft.com/en-us/answers/questions/1444828/basic-load-balancer-vs-standard-load-balancer,0,,Basic load balancer vs Standard load balancer?,1,,,0
219,I have an internal Load balancer and I want to reach the front end IP from a S2S VPN tunnel,https://learn.microsoft.com/en-us/answers/questions/1454832/i-have-an-internal-load-balancer-and-i-want-to-rea,0,,I have an internal Load balancer and I want to reach the front end IP from a S2S VPN tunnel,1,,,0
220,"Azure application Gateway, Load balancer, palo alto, Azure red hat openshift",https://learn.microsoft.com/en-us/answers/questions/1444359/azure-application-gateway-load-balancer-palo-alto,0,,"Azure application Gateway, Load balancer, palo alto, Azure red hat openshift",1,,,0
221,Vitual Network drop-down not showing vnets list quickly in load balancer backend pool section,https://learn.microsoft.com/en-us/answers/questions/1434458/vitual-network-drop-down-not-showing-vnets-list-qu,0,,Vitual Network drop-down not showing vnets list quickly in load balancer backend pool section,1,,,0
222,How to enable cloud service exended support  load balancing rule Session persistence?,https://learn.microsoft.com/en-us/answers/questions/1444638/how-to-enable-cloud-service-exended-support-load-b,0,,How to enable cloud service exended support  load balancing rule Session persistence?,1,,,0
223,"error :The frontend, protocol and port combination you entered matches another rule used by this load balancer. The frontend, protocol and port combination of each load balancing rule and inbound NAT rule on a load balancer must be unique.",https://learn.microsoft.com/en-us/answers/questions/1444554/error-the-frontend-protocol-and-port-combination-y,0,,"error :The frontend, protocol and port combination you entered matches another rule used by this load balancer. The frontend, protocol and port combination of each load balancing rule and inbound NAT rule on a load balancer must be unique.",1,,,0
224,Cross Region Load Balancer,https://learn.microsoft.com/en-us/answers/questions/1432254/cross-region-load-balancer,0,,Cross Region Load Balancer,2,,,0
225,Unable to connect to public IP address on Load Balancer,https://learn.microsoft.com/en-us/answers/questions/605945/unable-to-connect-to-public-ip-address-on-load-bal,0,,Unable to connect to public IP address on Load Balancer,1,,,0
226,I'm trying to route traffic from a kubernetes cluster through a fortigate firewall,https://learn.microsoft.com/en-us/answers/questions/1426261/im-trying-to-route-traffic-from-a-kubernetes-clust,0,,I'm trying to route traffic from a kubernetes cluster through a fortigate firewall,1,,,0
21,Basic Load balancer,https://learn.microsoft.com/en-us/answers/questions/1430029/basic-load-balancer,0,,Load Balancing,3,,,0
227,Remove a node from a backend pool using the adminState property ?,https://learn.microsoft.com/en-us/answers/questions/1150395/remove-a-node-from-a-backend-pool-using-the-admins,0,,Remove a node from a backend pool using the adminState property ?,1,,,0
228,Why Azure create Load balancer while Creating AKS cluster ?,https://learn.microsoft.com/en-us/answers/questions/1420973/why-azure-create-load-balancer-while-creating-aks,0,,Why Azure create Load balancer while Creating AKS cluster ?,1,,,0
229,Can NVA be placed behind Azure load balancer and Load balancer Frontend IP can be used to exchange bgp routes?,https://learn.microsoft.com/en-us/answers/questions/1420680/can-nva-be-placed-behind-azure-load-balancer-and-l,0,,Can NVA be placed behind Azure load balancer and Load balancer Frontend IP can be used to exchange bgp routes?,1,,,0
230,"Can't access Frontend IP of load balancer externally and diagnostics says ports 80,30025,and40025 are being blocked but no block is in place.",https://learn.microsoft.com/en-us/answers/questions/1421061/cant-access-frontend-ip-of-load-balancer-externall,0,,"Can't access Frontend IP of load balancer externally and diagnostics says ports 80,30025,and40025 are being blocked but no block is in place.",1,,,0
231,Need help in setting up Public SIP trunk traffic to Azure,https://learn.microsoft.com/en-us/answers/questions/884859/need-help-in-setting-up-public-sip-trunk-traffic-t,0,,Need help in setting up Public SIP trunk traffic to Azure,1,,,0
232,How to shutdown or suspend standard load balancer when not in use,https://learn.microsoft.com/en-us/answers/questions/1397759/how-to-shutdown-or-suspend-standard-load-balancer,0,,How to shutdown or suspend standard load balancer when not in use,1,,,0
233,Would it be possible to use a load balancer for multiple Form Recognizers?,https://learn.microsoft.com/en-us/answers/questions/1398122/would-it-be-possible-to-use-a-load-balancer-for-mu,0,,Would it be possible to use a load balancer for multiple Form Recognizers?,1,,,0
234,Connectivity for App to reduce NW delay,https://learn.microsoft.com/en-us/answers/questions/1389296/connectivity-for-app-to-reduce-nw-delay,0,,Connectivity for App to reduce NW delay,1,,,0
235,Disaster recovery strategy for application gateway/load balancer,https://learn.microsoft.com/en-us/answers/questions/1181488/disaster-recovery-strategy-for-application-gateway,0,,Disaster recovery strategy for application gateway/load balancer,1,,,0
236,Azure Private load balancer to Https web sites,https://learn.microsoft.com/en-us/answers/questions/1393219/azure-private-load-balancer-to-https-web-sites,0,,Azure Private load balancer to Https web sites,2,,,0
236,Azure Private load balancer to Https web sites,https://learn.microsoft.com/en-us/answers/questions/1182932/azure-private-load-balancer-to-https-web-sites,0,,Azure Private load balancer to Https web sites,2,,,0
237,Can we monitor the load balancer is functioning.,https://learn.microsoft.com/en-us/answers/questions/1388656/can-we-monitor-the-load-balancer-is-functioning,0,,Can we monitor the load balancer is functioning.,1,,,0
238,If I remove a vm (that is currently off) will the load balancer keep working sending all traffic to the other server?,https://learn.microsoft.com/en-us/answers/questions/1385791/if-i-remove-a-vm-(that-is-currently-off)-will-the,0,,If I remove a vm (that is currently off) will the load balancer keep working sending all traffic to the other server?,1,,,0
239,I am not able to connect to the web admin page of my palo alto NVA from outside of Azure.,https://learn.microsoft.com/en-us/answers/questions/1386778/i-am-not-able-to-connect-to-the-web-admin-page-of,0,,I am not able to connect to the web admin page of my palo alto NVA from outside of Azure.,1,,,0
240,Can't add vmss to azure load balancer backend pool,https://learn.microsoft.com/en-us/answers/questions/1182236/cant-add-vmss-to-azure-load-balancer-backend-pool,0,,adding a 3rd VM to  Load balancer backend pool,5,,,0
241,"Public Load Balancer, Network Security Group, filter by source IP does not work",https://learn.microsoft.com/en-us/answers/questions/1377990/public-load-balancer-network-security-group-filter,0,,"Public Load Balancer, Network Security Group, filter by source IP does not work",1,,,0
242,Active / Passive with Azure Load Balancer,https://learn.microsoft.com/en-us/answers/questions/656554/active-passive-with-azure-load-balancer,0,,Active / Passive with Azure Load Balancer,1,,,0
243,Passing traffic through Application Gateway without NAT,https://learn.microsoft.com/en-us/answers/questions/1365259/passing-traffic-through-application-gateway-withou,0,,Passing traffic through Application Gateway without NAT,1,,,0
244,Load balancing internal traffic cross region,https://learn.microsoft.com/en-us/answers/questions/1375589/load-balancing-internal-traffic-cross-region,0,,Load balancing internal traffic cross region,1,,,0
