group_id,question,question_summary,group_count,sample_url
122,Upgrade basic load balancer without deleting Basic LB,How do I upgrade basic load balancer without deleting Basic LB?,1,https://learn.microsoft.com/en-us/answers/questions/2112487/upgrade-basic-load-balancer-without-deleting-basic
124,Error 'VM is another Availability set' when trying to add new standalone VM in the backed pool of external LB which already has a standalone VM?,Error 'VM is another Availability set' when trying to add new standalone VM in the backed pool of external LB which already has a standalone VM?,1,https://learn.microsoft.com/en-us/answers/questions/2111162/error-vm-is-another-availability-set-when-trying-t
125,VM Scale Sets Behind Load Balancer Not Reachable,How do I vM Scale Sets Behind Load Balancer Not Reachable?,1,https://learn.microsoft.com/en-us/answers/questions/2104139/vm-scale-sets-behind-load-balancer-not-reachable
126,Any costs to a Standard Load Balancer if the VMs are shutting down,How do I any costs to a Standard Load Balancer if the VMs are shutting down?,1,https://learn.microsoft.com/en-us/answers/questions/2103312/any-costs-to-a-standard-load-balancer-if-the-vms-a
127,Retirement notice: Azure Load Balancer Inbound NAT rule V1 for Azure VMs and Azure VMSS will be retired,How do I retirement notice: Azure Load Balancer Inbound NAT rule V1 for Azure VMs and Azure VMSS will be retired?,1,https://learn.microsoft.com/en-us/answers/questions/2100372/retirement-notice-azure-load-balancer-inbound-nat
128,Tell me more about NumberOfProbes in Azure Load Balancer,How do I tell me more about NumberOfProbes in Azure Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/2086333/tell-me-more-about-numberofprobes-in-azure-load-ba
129,Application Gateway VS Azure Front Door,What is Application Gateway VS Azure Front Door?,1,https://learn.microsoft.com/en-us/answers/questions/2084399/application-gateway-vs-azure-front-door
130,How to decommission an old Root CA and Issuing CA after the new ones are already in live,How to decommission an old Root CA and Issuing CA after the new ones are already in live?,1,https://learn.microsoft.com/en-us/answers/questions/2085145/how-to-decommission-an-old-root-ca-and-issuing-ca
131,Unable to delete Loadbalancer beceause it is being used by an already deleted VMSS,How do I resolve: Unable to delete Loadbalancer beceause it is being used by an already deleted VMSS?,1,https://learn.microsoft.com/en-us/answers/questions/2084382/unable-to-delete-loadbalancer-beceause-it-is-being
132,"Hello, working on exposing am internal load balancer through an app gw v2. My listener continues to default to the wrong certificate, so when I open the host name on the browser it depicts the wrong certificate.","How do I hello, working on exposing am internal load balancer through an app gw v2. My listener continues to default to the wrong certificate, so when I open the host name on the browser it depicts the wrong certificate?",1,https://learn.microsoft.com/en-us/answers/questions/1822790/hello-working-on-exposing-am-internal-load-balance
133,Can the Azure Load Balancer utilize the x-forwarded-for header,Can the Azure Load Balancer utilize the x-forwarded-for header?,1,https://learn.microsoft.com/en-us/answers/questions/2076835/can-the-azure-load-balancer-utilize-the-x-forwarde
134,going with the application gateway in fornt of azure firewall does it lose the benefit of l7 load balancing,How do I going with the application gateway in fornt of azure firewall does it lose the benefit of l7 load balancing?,1,https://learn.microsoft.com/en-us/answers/questions/2076513/going-with-the-application-gateway-in-fornt-of-azu
135,Unable to send a SIP request from SBC via express route,How do I resolve: Unable to send a SIP request from SBC via express route?,1,https://learn.microsoft.com/en-us/answers/questions/2069210/unable-to-send-a-sip-request-from-sbc-via-express
136,Does Azure loadbalancer support proxy protocol?,Does Azure loadbalancer support proxy protocol?,1,https://learn.microsoft.com/en-us/answers/questions/1285904/does-azure-loadbalancer-support-proxy-protocol
137,Internal Load Balancing solutions for Azure Cross region environment,How do I internal Load Balancing solutions for Azure Cross region environment?,1,https://learn.microsoft.com/en-us/answers/questions/974682/internal-load-balancing-solutions-for-azure-cross
138,Azure Application Gateway to AKS internal load balancer using native Kubernetes NGINX controller,How do I azure Application Gateway to AKS internal load balancer using native Kubernetes NGINX controller?,1,https://learn.microsoft.com/en-us/answers/questions/1973820/azure-application-gateway-to-aks-internal-load-bal
139,does load balancer probes over TCP probe sends any data,does load balancer probes over TCP probe sends any data?,1,https://learn.microsoft.com/en-us/answers/questions/1922361/does-load-balancer-probes-over-tcp-probe-sends-any
140,Inefficient load balancing from NATed network,What is Inefficient load balancing from NATed network?,1,https://learn.microsoft.com/en-us/answers/questions/1856757/inefficient-load-balancing-from-nated-network
141,Azure Internal Load Balancer is not distributing the load evenly,How do I azure Internal Load Balancer is not distributing the load evenly?,1,https://learn.microsoft.com/en-us/answers/questions/1916891/azure-internal-load-balancer-is-not-distributing-t
142,Load balancer Intermittent connection,What is Load balancer Intermittent connection?,1,https://learn.microsoft.com/en-us/answers/questions/1857494/load-balancer-intermittent-connection
143,Does Azure server allow spoofing source IP of UDP packet,Does Azure server allow spoofing source IP of UDP packet?,1,https://learn.microsoft.com/en-us/answers/questions/1853708/does-azure-server-allow-spoofing-source-ip-of-udp
144,Azure Load Balancer Won't Pass Traffic to VM,How do I azure Load Balancer Won't Pass Traffic to VM?,1,https://learn.microsoft.com/en-us/answers/questions/1850850/azure-load-balancer-wont-pass-traffic-to-vm
145,Palo VM firewall drop packets behind Azure load balancer,How do I palo VM firewall drop packets behind Azure load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1792248/palo-vm-firewall-drop-packets-behind-azure-load-ba
146,how to fix if internal load balancer suddently went for degraded state on Azure,how to fix if internal load balancer suddently went for degraded state on Azure?,1,https://learn.microsoft.com/en-us/answers/questions/1840718/how-to-fix-if-internal-load-balancer-suddently-wen
147,High latency on Application Gateway,What is High latency on Application Gateway?,1,https://learn.microsoft.com/en-us/answers/questions/1839878/high-latency-on-application-gateway
148,Azure load balancer to NVA asymmetric traffic issue,How do I resolve: Azure load balancer to NVA asymmetric traffic issue?,1,https://learn.microsoft.com/en-us/answers/questions/1814294/azure-load-balancer-to-nva-asymmetric-traffic-issu
149,How to update Load Balancer Backend pool Nic in batch,How to update Load Balancer Backend pool Nic in batch?,1,https://learn.microsoft.com/en-us/answers/questions/1807726/how-to-update-load-balancer-backend-pool-nic-in-ba
150,Data path availabilitymetric missing,What is Data path availabilitymetric missing?,1,https://learn.microsoft.com/en-us/answers/questions/1141436/data-path-availabilitymetric-missing
151,When should I have multiple backend pools for a load balancer?,When should I have multiple backend pools for a load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1803360/when-should-i-have-multiple-backend-pools-for-a-lo
152,Cannot delete a Public IP that has no resources associated with,How do I resolve: Cannot delete a Public IP that has no resources associated with?,1,https://learn.microsoft.com/en-us/answers/questions/1792014/cannot-delete-a-public-ip-that-has-no-resources-as
153,"Since we ahve primary data center (DC) is already connected to Azure via ExpressRoute, options for connecting your on-premises DR datacenter to Azure","How do I since we ahve primary data center (DC) is already connected to Azure via ExpressRoute, options for connecting your on-premises DR datacenter to Azure?",1,https://learn.microsoft.com/en-us/answers/questions/1721965/since-we-ahve-primary-data-center-(dc)-is-already
154,Load Balancing of requests coming from a single client,How do I load Balancing of requests coming from a single client?,1,https://learn.microsoft.com/en-us/answers/questions/1725916/load-balancing-of-requests-coming-from-a-single-cl
155,Does NSG apply to load balancer frontend IP?,Does NSG apply to load balancer frontend IP?,1,https://learn.microsoft.com/en-us/answers/questions/1697401/does-nsg-apply-to-load-balancer-frontend-ip
156,Azure LoadBalancer ( ILB / PLB ) Flow Log,How do I azure LoadBalancer ( ILB / PLB ) Flow Log?,1,https://learn.microsoft.com/en-us/answers/questions/284977/azure-loadbalancer-(-ilb-plb-)-flow-log
157,Azure Loadbalancer Failover Sessions not handed over,How do I resolve: Azure Loadbalancer Failover Sessions not handed over?,1,https://learn.microsoft.com/en-us/answers/questions/1692319/azure-loadbalancer-failover-sessions-not-handed-ov
158,Unable to connect to Azure App (fqdn) using Cloud Flare to resolve the hostname using a NGINX to resolve the access to Application,How do I resolve: Unable to connect to Azure App (fqdn) using Cloud Flare to resolve the hostname using a NGINX to resolve the access to Application?,1,https://learn.microsoft.com/en-us/answers/questions/1691460/unable-to-connect-to-azure-app-(fqdn)-using-cloud
159,What Authentication solution would you suggest in this scenario?,What Authentication solution would you suggest in this scenario?,1,https://learn.microsoft.com/en-us/answers/questions/1632616/what-authentication-solution-would-you-suggest-in
160,Why ALB (App Gateway V2) with affinity session enabled won't work with NTLM,Why ALB (App Gateway V2) with affinity session enabled won't work with NTLM?,1,https://learn.microsoft.com/en-us/answers/questions/1686914/why-alb-(app-gateway-v2)-with-affinity-session-ena
161,Does a public load balancer on Azure enforce any limits regarding big traffic spikes?,Does a public load balancer on Azure enforce any limits regarding big traffic spikes?,1,https://learn.microsoft.com/en-us/answers/questions/1685519/does-a-public-load-balancer-on-azure-enforce-any-l
162,Change Public IP of Cloud Service Extended support from Dynamic to static Fails,How do I resolve: Change Public IP of Cloud Service Extended support from Dynamic to static Fails?,1,https://learn.microsoft.com/en-us/answers/questions/1089825/change-public-ip-of-cloud-service-extended-support
163,Azure Load Balancer Session Handover not working,How do I resolve: Azure Load Balancer Session Handover not working?,1,https://learn.microsoft.com/en-us/answers/questions/1684180/azure-load-balancer-session-handover-not-working
164,paraameterising the looad balancer for backend pool in the azure,How do I paraameterising the looad balancer for backend pool in the azure?,1,https://learn.microsoft.com/en-us/answers/questions/1681546/paraameterising-the-looad-balancer-for-backend-poo
165,delete aks Loadbalancer not possible,What is delete aks Loadbalancer not possible?,1,https://learn.microsoft.com/en-us/answers/questions/1381363/delete-aks-loadbalancer-not-possible
166,Can Basic Load Balancer be updated by arm template after 31 March 2025?,Can Basic Load Balancer be updated by arm template after 31 March 2025?,1,https://learn.microsoft.com/en-us/answers/questions/1667373/can-basic-load-balancer-be-updated-by-arm-template
167,Azure Data Factory - Pipeline always fails at the second connection to On-Premise data source,How do I resolve: Azure Data Factory - Pipeline always fails at the second connection to On-Premise data source?,1,https://learn.microsoft.com/en-us/answers/questions/1665284/azure-data-factory-pipeline-always-fails-at-the-se
168,FortiGate with public IP,What is FortiGate with public IP?,1,https://learn.microsoft.com/en-us/answers/questions/1662704/fortigate-with-public-ip
169,Test outbound connectivity through all ips in an aks loadbalancer outbound rule,How do I test outbound connectivity through all ips in an aks loadbalancer outbound rule?,1,https://learn.microsoft.com/en-us/answers/questions/1662613/test-outbound-connectivity-through-all-ips-in-an-a
170,Will changing the idle time value (default 4 minutes) on the ELB impact existing sessions?,Will changing the idle time value (default 4 minutes) on the ELB impact existing sessions?,1,https://learn.microsoft.com/en-us/answers/questions/1659589/will-changing-the-idle-time-value-(default-4-minut
171,Azure InterfaceEndpoint Routes Bypassing Palo Alto Firewall,What is Azure InterfaceEndpoint Routes Bypassing Palo Alto Firewall?,1,https://learn.microsoft.com/en-us/answers/questions/547893/azure-interfaceendpoint-routes-bypassing-palo-alto
173,"To add a backend pool and health probe to loadbalancer, which role is needed?","To add a backend pool and health probe to loadbalancer, which role is needed?",1,https://learn.microsoft.com/en-us/answers/questions/1659906/to-add-a-backend-pool-and-health-probe-to-loadbala
174,Is assigning a static public IP address only possible on initial deployment of Cloud Service (Extended Support)?,Is assigning a static public IP address only possible on initial deployment of Cloud Service (Extended Support)?,1,https://learn.microsoft.com/en-us/answers/questions/1652280/is-assigning-a-static-public-ip-address-only-possi
175,Does azure load balancer support websockets ?,Does azure load balancer support websockets?,1,https://learn.microsoft.com/en-us/answers/questions/802875/does-azure-load-balancer-support-websockets
176,I am setting up an application using kubernetes pod and creating and Internal Loadbalancer service. When I try to access the application using service I am not facing any issue but when I use front door I am facing intermittent 404 issue,How do I resolve: I am setting up an application using kubernetes pod and creating and Internal Loadbalancer service. When I try to access the application using service I am not facing any issue but when I use front door I am facing intermittent 404 issue?,1,https://learn.microsoft.com/en-us/answers/questions/1650527/i-am-setting-up-an-application-using-kubernetes-po
177,Azure Load Balancer,What is Azure Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/608324/azure-load-balancer
178,Rest API returns empty response for GlobalBackendAvailability indicators,How do I rest API returns empty response for GlobalBackendAvailability indicators?,1,https://learn.microsoft.com/en-us/answers/questions/1630463/rest-api-returns-empty-response-for-globalbackenda
179,Connect load balancer to container instance inside a vertual network,How do I connect load balancer to container instance inside a vertual network?,1,https://learn.microsoft.com/en-us/answers/questions/147246/connect-load-balancer-to-container-instance-inside
180,"Insights of Load Balancer passive endpoint is Unhealthy, is it normal?","Insights of Load Balancer passive endpoint is Unhealthy, is it normal?",1,https://learn.microsoft.com/en-us/answers/questions/1612293/insights-of-load-balancer-passive-endpoint-is-unhe
182,Alternative to Application Gateway allowing backend pool SSL certificates to be ignored,How do I alternative to Application Gateway allowing backend pool SSL certificates to be ignored?,1,https://learn.microsoft.com/en-us/answers/questions/1616509/alternative-to-application-gateway-allowing-backen
183,Virtual Servers are unreachable if associated Gateway Load Balancer backend has no healthy NVAs,How do I virtual Servers are unreachable if associated Gateway Load Balancer backend has no healthy NVAs?,1,https://learn.microsoft.com/en-us/answers/questions/1614065/virtual-servers-are-unreachable-if-associated-gate
184,Zone replication of a VM - how to configure,How do I zone replication of a VM - how to configure?,1,https://learn.microsoft.com/en-us/answers/questions/1608828/zone-replication-of-a-vm-how-to-configure
185,Internal Load Balancer allowing internet traffic,What is Internal Load Balancer allowing internet traffic?,1,https://learn.microsoft.com/en-us/answers/questions/1500571/internal-load-balancer-allowing-internet-traffic
186,"How can I configure a standard Load Balancer that has two Linux Machine behind it in the backend pool, such that traffic only goes to node B when node A is down.","How can I configure a standard Load Balancer that has two Linux Machine behind it in the backend pool, such that traffic only goes to node B when node A is down?",1,https://learn.microsoft.com/en-us/answers/questions/1569698/how-can-i-configure-a-standard-load-balancer-that
187,Seeing the Current active connections per backend endpoint on Load Balancer,How do I seeing the Current active connections per backend endpoint on Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1598943/seeing-the-current-active-connections-per-backend
188,Is it possible to inject a custom request header in the request header of my service using Application Gateway Rewrites?,Is it possible to inject a custom request header in the request header of my service using Application Gateway Rewrites?,1,https://learn.microsoft.com/en-us/answers/questions/1538582/is-it-possible-to-inject-a-custom-request-header-i
190,circular dependency,What is circular dependency?,1,https://learn.microsoft.com/en-us/answers/questions/1534669/circular-dependency
191,Loadbalancer health alerts not raising even after reach Threshold limit,How do I loadbalancer health alerts not raising even after reach Threshold limit?,1,https://learn.microsoft.com/en-us/answers/questions/1533207/loadbalancer-health-alerts-not-raising-even-after
192,Azure  Gateway Loadbalancer support East-to-West traffic inspection with third party NAV,How do I azure  Gateway Loadbalancer support East-to-West traffic inspection with third party NAV?,1,https://learn.microsoft.com/en-us/answers/questions/1112361/azure-gateway-loadbalancer-support-east-to-west-tr
193,How to upgrade Integrated Basic Load balancer in Service Fabric.,How to upgrade Integrated Basic Load balancer in Service Fabric?,1,https://learn.microsoft.com/en-us/answers/questions/1513344/how-to-upgrade-integrated-basic-load-balancer-in-s
194,Two VM's network interfaces added to two load balancer backend pools,How do I two VM's network interfaces added to two load balancer backend pools?,1,https://learn.microsoft.com/en-us/answers/questions/1499471/two-vms-network-interfaces-added-to-two-load-balan
195,"Azure powershell Error: GenericArguments[0], 'Microsoft.Azure.Management.Compute.Models.VirtualMachine', on 'T MaxInteger[T](System.Collections.Generic.IEnumerable`1[T])' violates the constraint of type 'T'.","How do I resolve: Azure powershell Error: GenericArguments[0], 'Microsoft.Azure.Management.Compute.Models.VirtualMachine', on 'T MaxInteger[T](System.Collections.Generic.IEnumerable`1[T])' violates the constraint of type 'T'?",1,https://learn.microsoft.com/en-us/answers/questions/1120276/azure-powershell-error-genericarguments(0)-microso
196,Which service to use for dynamically rotating IP-Addresses?,Which service to use for dynamically rotating IP-Addresses?,1,https://learn.microsoft.com/en-us/answers/questions/1508003/which-service-to-use-for-dynamically-rotating-ip-a
197,Having issue with SSL certificate configuration.,How do I resolve: Having issue with SSL certificate configuration?,1,https://learn.microsoft.com/en-us/answers/questions/1499273/having-issue-with-ssl-certificate-configuration
198,Where does Azure Firewall send TCP RST packets during Virtual Machine Scale Set scale in (scale down)?,Where does Azure Firewall send TCP RST packets during Virtual Machine Scale Set scale in (scale down)?,1,https://learn.microsoft.com/en-us/answers/questions/1499469/where-does-azure-firewall-send-tcp-rst-packets-dur
199,Why I need to create a rule for 443 for NSG to load balancer,Why I need to create a rule for 443 for NSG to load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1512164/why-i-need-to-create-a-rule-for-443-for-nsg-to-loa
200,Deployment template validation failed: 'Circular dependency detected',How do I resolve: Deployment template validation failed: 'Circular dependency detected'?,1,https://learn.microsoft.com/en-us/answers/questions/1508867/deployment-template-validation-failed-circular-dep
201,Byte Count metrics clarification on private LB,What is Byte Count metrics clarification on private LB?,1,https://learn.microsoft.com/en-us/answers/questions/1473544/byte-count-metrics-clarification-on-private-lb
202,How to do VNet peering's among the multiple  S2S VPN connection?,How to do VNet peering's among the multiple  S2S VPN connection?,1,https://learn.microsoft.com/en-us/answers/questions/1342303/how-to-do-vnet-peerings-among-the-multiple-s2s-vpn
203,Azure Load Balancer Floating IP option - why do packets at backend guest show as translated?,Azure Load Balancer Floating IP option - why do packets at backend guest show as translated?,1,https://learn.microsoft.com/en-us/answers/questions/1499666/azure-load-balancer-floating-ip-option-why-do-pack
204,Prevent SNAT port exhaustion in AKS standard load balancer?,Prevent SNAT port exhaustion in AKS standard load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1294363/prevent-snat-port-exhaustion-in-aks-standard-load
205,Az Powershell add VMs to a backend pool,How do I az Powershell add VMs to a backend pool?,1,https://learn.microsoft.com/en-us/answers/questions/1485434/az-powershell-add-vms-to-a-backend-pool
206,Loadbalancer alerts not rasing in Azure alerts portal,How do I loadbalancer alerts not rasing in Azure alerts portal?,1,https://learn.microsoft.com/en-us/answers/questions/1490286/loadbalancer-alerts-not-rasing-in-azure-alerts-por
207,HA coTURN stack setup or ACS in Azure,How do I hA coTURN stack setup or ACS in Azure?,1,https://learn.microsoft.com/en-us/answers/questions/1464115/ha-coturn-stack-setup-or-acs-in-azure
208,mTLS with Azure Load Balancer not working,How do I resolve: mTLS with Azure Load Balancer not working?,1,https://learn.microsoft.com/en-us/answers/questions/1470048/mtls-with-azure-load-balancer-not-working
209,How to add a load balancer on an azure container app,How to add a load balancer on an azure container app?,1,https://learn.microsoft.com/en-us/answers/questions/1461349/how-to-add-a-load-balancer-on-an-azure-container-a
210,Does Azure Load balancer supports the FTPS (All TCP ports) traffic?,Does Azure Load balancer supports the FTPS (All TCP ports) traffic?,1,https://learn.microsoft.com/en-us/answers/questions/1462492/does-azure-load-balancer-supports-the-ftps-(all-tc
211,Azure Network Security Group don't Apply to an Internal Load Balancer,How do I azure Network Security Group don't Apply to an Internal Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1440422/azure-network-security-group-dont-apply-to-an-inte
212,connection reset by azure every 80k bytes received,How do I connection reset by azure every 80k bytes received?,1,https://learn.microsoft.com/en-us/answers/questions/1461688/connection-reset-by-azure-every-80k-bytes-received
213,Is it possible to simulate Zone Outage?,Is it possible to simulate Zone Outage?,1,https://learn.microsoft.com/en-us/answers/questions/1457550/is-it-possible-to-simulate-zone-outage
214,Uptime per proposed HA-Solution,What is Uptime per proposed HA-Solution?,1,https://learn.microsoft.com/en-us/answers/questions/1458312/uptime-per-proposed-ha-solution
215,Internet access for Load Balancer,What is Internet access for Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1458639/internet-access-for-load-balancer
216,External Load Balancer - Single Point of Failure,How do I resolve: External Load Balancer - Single Point of Failure?,1,https://learn.microsoft.com/en-us/answers/questions/1457351/external-load-balancer-single-point-of-failure
217,Public IP Address linked to load balancer I didn't create,How do I public IP Address linked to load balancer I didn't create?,1,https://learn.microsoft.com/en-us/answers/questions/1458171/public-ip-address-linked-to-load-balancer-i-didnt
218,Basic load balancer vs Standard load balancer?,Basic load balancer vs Standard load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1444828/basic-load-balancer-vs-standard-load-balancer
219,I have an internal Load balancer and I want to reach the front end IP from a S2S VPN tunnel,How do I i have an internal Load balancer and I want to reach the front end IP from a S2S VPN tunnel?,1,https://learn.microsoft.com/en-us/answers/questions/1454832/i-have-an-internal-load-balancer-and-i-want-to-rea
220,"Azure application Gateway, Load balancer, palo alto, Azure red hat openshift","How do I azure application Gateway, Load balancer, palo alto, Azure red hat openshift?",1,https://learn.microsoft.com/en-us/answers/questions/1444359/azure-application-gateway-load-balancer-palo-alto
221,Vitual Network drop-down not showing vnets list quickly in load balancer backend pool section,How do I vitual Network drop-down not showing vnets list quickly in load balancer backend pool section?,1,https://learn.microsoft.com/en-us/answers/questions/1434458/vitual-network-drop-down-not-showing-vnets-list-qu
222,How to enable cloud service exended support  load balancing rule Session persistence?,How to enable cloud service exended support  load balancing rule Session persistence?,1,https://learn.microsoft.com/en-us/answers/questions/1444638/how-to-enable-cloud-service-exended-support-load-b
223,"error :The frontend, protocol and port combination you entered matches another rule used by this load balancer. The frontend, protocol and port combination of each load balancing rule and inbound NAT rule on a load balancer must be unique.","How do I resolve: error :The frontend, protocol and port combination you entered matches another rule used by this load balancer. The frontend, protocol and port combination of each load balancing rule and inbound NAT rule on a load balancer must be unique?",1,https://learn.microsoft.com/en-us/answers/questions/1444554/error-the-frontend-protocol-and-port-combination-y
225,Unable to connect to public IP address on Load Balancer,How do I resolve: Unable to connect to public IP address on Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/605945/unable-to-connect-to-public-ip-address-on-load-bal
226,I'm trying to route traffic from a kubernetes cluster through a fortigate firewall,How do I i'm trying to route traffic from a kubernetes cluster through a fortigate firewall?,1,https://learn.microsoft.com/en-us/answers/questions/1426261/im-trying-to-route-traffic-from-a-kubernetes-clust
227,Remove a node from a backend pool using the adminState property ?,Remove a node from a backend pool using the adminState property ?,1,https://learn.microsoft.com/en-us/answers/questions/1150395/remove-a-node-from-a-backend-pool-using-the-admins
228,Why Azure create Load balancer while Creating AKS cluster ?,Why Azure create Load balancer while Creating AKS cluster?,1,https://learn.microsoft.com/en-us/answers/questions/1420973/why-azure-create-load-balancer-while-creating-aks
229,Can NVA be placed behind Azure load balancer and Load balancer Frontend IP can be used to exchange bgp routes?,Can NVA be placed behind Azure load balancer and Load balancer Frontend IP can be used to exchange bgp routes?,1,https://learn.microsoft.com/en-us/answers/questions/1420680/can-nva-be-placed-behind-azure-load-balancer-and-l
230,"Can't access Frontend IP of load balancer externally and diagnostics says ports 80,30025,and40025 are being blocked but no block is in place.","How do I can't access Frontend IP of load balancer externally and diagnostics says ports 80,30025,and40025 are being blocked but no block is in place?",1,https://learn.microsoft.com/en-us/answers/questions/1421061/cant-access-frontend-ip-of-load-balancer-externall
231,Need help in setting up Public SIP trunk traffic to Azure,How do I need help in setting up Public SIP trunk traffic to Azure?,1,https://learn.microsoft.com/en-us/answers/questions/884859/need-help-in-setting-up-public-sip-trunk-traffic-t
232,How to shutdown or suspend standard load balancer when not in use,How to shutdown or suspend standard load balancer when not in use?,1,https://learn.microsoft.com/en-us/answers/questions/1397759/how-to-shutdown-or-suspend-standard-load-balancer
233,Would it be possible to use a load balancer for multiple Form Recognizers?,Would it be possible to use a load balancer for multiple Form Recognizers?,1,https://learn.microsoft.com/en-us/answers/questions/1398122/would-it-be-possible-to-use-a-load-balancer-for-mu
234,Connectivity for App to reduce NW delay,What is Connectivity for App to reduce NW delay?,1,https://learn.microsoft.com/en-us/answers/questions/1389296/connectivity-for-app-to-reduce-nw-delay
235,Disaster recovery strategy for application gateway/load balancer,What is Disaster recovery strategy for application gateway/load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1181488/disaster-recovery-strategy-for-application-gateway
237,Can we monitor the load balancer is functioning.,Can we monitor the load balancer is functioning?,1,https://learn.microsoft.com/en-us/answers/questions/1388656/can-we-monitor-the-load-balancer-is-functioning
238,If I remove a vm (that is currently off) will the load balancer keep working sending all traffic to the other server?,If I remove a vm (that is currently off) will the load balancer keep working sending all traffic to the other server?,1,https://learn.microsoft.com/en-us/answers/questions/1385791/if-i-remove-a-vm-(that-is-currently-off)-will-the
239,I am not able to connect to the web admin page of my palo alto NVA from outside of Azure.,How do I i am not able to connect to the web admin page of my palo alto NVA from outside of Azure?,1,https://learn.microsoft.com/en-us/answers/questions/1386778/i-am-not-able-to-connect-to-the-web-admin-page-of
241,"Public Load Balancer, Network Security Group, filter by source IP does not work","How do I public Load Balancer, Network Security Group, filter by source IP does not work?",1,https://learn.microsoft.com/en-us/answers/questions/1377990/public-load-balancer-network-security-group-filter
242,Active / Passive with Azure Load Balancer,What is Active / Passive with Azure Load Balancer?,1,https://learn.microsoft.com/en-us/answers/questions/656554/active-passive-with-azure-load-balancer
243,Passing traffic through Application Gateway without NAT,What is Passing traffic through Application Gateway without NAT?,1,https://learn.microsoft.com/en-us/answers/questions/1365259/passing-traffic-through-application-gateway-withou
244,Load balancing internal traffic cross region,What is Load balancing internal traffic cross region?,1,https://learn.microsoft.com/en-us/answers/questions/1375589/load-balancing-internal-traffic-cross-region
245,"Unable to delete kubernetes loadbalancer, aksOutboundBackendPool are in use by virtual machine scale set","How do I resolve: Unable to delete kubernetes loadbalancer, aksOutboundBackendPool are in use by virtual machine scale set?",1,https://learn.microsoft.com/en-us/answers/questions/1160137/unable-to-delete-kubernetes-loadbalancer-aksoutbou
246,Application Gateway Merge.,How do I application Gateway Merge?,1,https://learn.microsoft.com/en-us/answers/questions/1364899/application-gateway-merge
247,"How to solve LB issue with error code "" SubscriptionNotRegisteredForFeature"" (SLBAllowAdminStateChangeForConnectionDraining)","How to solve LB issue with error code "" SubscriptionNotRegisteredForFeature"" (SLBAllowAdminStateChangeForConnectionDraining)?",1,https://learn.microsoft.com/en-us/answers/questions/1372449/how-to-solve-lb-issue-with-error-code-subscription
248,Priority-based inbound traffic rule on private Azure load balancer,How do I priority-based inbound traffic rule on private Azure load balancer?,1,https://learn.microsoft.com/en-us/answers/questions/1364266/priority-based-inbound-traffic-rule-on-private-azu
249,Best way to implement a Load Balancer for an existing VM running a web-application where users uploading files?,Best way to implement a Load Balancer for an existing VM running a web-application where users uploading files?,1,https://learn.microsoft.com/en-us/answers/questions/1368588/best-way-to-implement-a-load-balancer-for-an-exist
250,Azure Premium Frontdoor linked to internal Load Balancer in front of Azure VM in private subnets not working,How do I resolve: Azure Premium Frontdoor linked to internal Load Balancer in front of Azure VM in private subnets not working?,1,https://learn.microsoft.com/en-us/answers/questions/1360110/azure-premium-frontdoor-linked-to-internal-load-ba
251,track one connection in Azure Loadbalancer,What is track one connection in Azure Loadbalancer?,1,https://learn.microsoft.com/en-us/answers/questions/1358881/track-one-connection-in-azure-loadbalancer
252,AKSë¡ backend container imageë¥¼ deploy ë° serviceë¡ loadbalancerë¥¼ íì©íìëë° ì external ipë¡ ì ìì´ ìë ê¹?,AKSë¡ backend container imageë¥¼ deploy ë° serviceë¡ loadbalancerë¥¼ íì©íìëë° ì external ipë¡ ì ìì´ ìë ê¹?,1,https://learn.microsoft.com/en-us/answers/questions/1347050/aks-backend-container-image-deploy-service-loadbal
253,Idle Timeout of Load Balancing Rules belonging to Standard SKU Load balancer linked to Kubernetes Cluster getting reset to default 4 minutes even after getting updated.,How do I resolve: Idle Timeout of Load Balancing Rules belonging to Standard SKU Load balancer linked to Kubernetes Cluster getting reset to default 4 minutes even after getting updated?,1,https://learn.microsoft.com/en-us/answers/questions/1350652/idle-timeout-of-load-balancing-rules-belonging-to
254,"NVA firewalls in availability set, how to prefer one over the other for outbound traffic","How do I nVA firewalls in availability set, how to prefer one over the other for outbound traffic?",1,https://learn.microsoft.com/en-us/answers/questions/1352392/nva-firewalls-in-availability-set-how-to-prefer-on
255,Azure Container Instance TCP connection interrupts,What is Azure Container Instance TCP connection interrupts?,1,https://learn.microsoft.com/en-us/answers/questions/1343834/azure-container-instance-tcp-connection-interrupts
256,Why automatically public ip is created to private aks cluster,Why automatically public ip is created to private aks cluster?,1,https://learn.microsoft.com/en-us/answers/questions/1348150/why-automatically-public-ip-is-created-to-private
